country,currency,currency_symbol,state,city,latitude,longitude,fiber_per_km,labor_per_km,connector_cost,maintenance_per_km,terrain_multiplier,estimated_total_project_cost
India,INR,₹,Karnataka,Kolar,0.0,0.0,28902,6615,1295,4671,1.34,643809
India,INR,₹,Karnataka,Koppal,0.0,0.0,42465,7828,744,6099,1.14,745611
India,INR,₹,Karnataka,Mandya,0.0,0.0,28110,9564,1166,6103,1.08,657503
India,INR,₹,Karnataka,Mysuru (Mysore),0.0,0.0,41589,8644,1673,6674,1.32,887116
India,INR,₹,Karnataka,Raichur,0.0,0.0,39340,8873,1397,6712,1.31,821666
India,INR,₹,Karnataka,Ramanagara,0.0,0.0,38347,7036,1265,3170,1.19,750196
India,INR,₹,Karnataka,Shivamogga (Shimoga),0.0,0.0,40618,9823,1573,6109,1.25,871787
India,INR,₹,Karnataka,Tumakuru (Tumkur),0.0,0.0,37974,10897,1043,4202,1.21,763912
India,INR,₹,Karnataka,Udupi,0.0,0.0,45248,11086,1486,3236,1.12,915088
India,INR,₹,Karnataka,Uttara Kannada (Karwar),0.0,0.0,44692,7894,936,6470,1.13,803782
India,INR,₹,Karnataka,Vijayapura (Bijapur),0.0,0.0,41754,8641,1380,4863,1.15,836055
India,INR,₹,Karnataka,Yadgir,0.0,0.0,49048,7176,1768,4470,1.03,962238
India,INR,₹,Kerala,Alappuzha,0.0,0.0,29135,9106,1590,5665,1.01,725717
India,INR,₹,Kerala,Ernakulam,0.0,0.0,47942,7356,774,3682,1.22,798086
India,INR,₹,Kerala,Idukki,0.0,0.0,49320,7760,1635,3643,1.37,948425
India,INR,₹,Kerala,Kannur,0.0,0.0,37493,10377,867,4981,1.3,729395
India,INR,₹,Kerala,Kasaragod,0.0,0.0,30039,9616,1341,3007,1.38,692045
India,INR,₹,Kerala,Kollam,0.0,0.0,30352,7223,1363,6139,1.11,686045
India,INR,₹,Kerala,Kottayam,0.0,0.0,41872,8740,1591,5776,1.37,874874
India,INR,₹,Kerala,Kozhikode,0.0,0.0,27320,9266,765,6202,1.29,584792
India,INR,₹,Kerala,Malappuram,0.0,0.0,42853,6062,1092,5319,1.34,777375
India,INR,₹,Kerala,Palakkad,0.0,0.0,41321,11094,897,4552,1.13,786290
India,INR,₹,Kerala,Pathanamthitta,0.0,0.0,26035,7493,1219,4846,1.31,609416
India,INR,₹,Kerala,Thiruvananthapuram,0.0,0.0,48089,11198,780,5180,1.34,854344
India,INR,₹,Kerala,Thrissur,0.0,0.0,27220,7945,1291,6230,1.11,646780
India,INR,₹,Kerala,Wayanad,0.0,0.0,31569,8544,1213,3542,1.01,681016
India,INR,₹,Lakshadweep (UT),Agatti,0.0,0.0,39943,11904,1703,4220,1.27,898714
India,INR,₹,Lakshadweep (UT),Amini,0.0,0.0,47062,8538,1480,4701,1.25,912705
India,INR,₹,Lakshadweep (UT),Androth,0.0,0.0,44837,7919,1131,6646,1.24,835952
India,INR,₹,Lakshadweep (UT),Bithra,0.0,0.0,44505,9277,1556,3278,1.38,895174
India,INR,₹,Lakshadweep (UT),Chethlath,0.0,0.0,28543,10692,1436,5104,1.12,711740
India,INR,₹,Lakshadweep (UT),Kavaratti,0.0,0.0,32361,8930,1054,5845,1.36,682817
India,INR,₹,Lakshadweep (UT),Kadmath,0.0,0.0,38939,9726,1100,4301,1.22,770485
India,INR,₹,Lakshadweep (UT),Kalpeni,0.0,0.0,25054,8106,884,6712,1.15,564080
India,INR,₹,Lakshadweep (UT),Kilthan,0.0,0.0,48573,8122,1289,3543,1.24,891405
India,INR,₹,Lakshadweep (UT),Minicoy,0.0,0.0,34319,6399,762,6547,1.18,635651
India,INR,₹,Madhya Pradesh,Agar Malwa,0.0,0.0,44511,9030,1395,4610,1.3,874792
India,INR,₹,Madhya Pradesh,Alirajpur,0.0,0.0,33520,9528,1310,6762,1.38,746886
India,INR,₹,Madhya Pradesh,Anuppur,0.0,0.0,48347,7036,1284,6096,1.28,887676
India,INR,₹,Madhya Pradesh,Ashoknagar,0.0,0.0,45628,6818,1055,5155,1.05,813377
India,INR,₹,Madhya Pradesh,Balaghat,0.0,0.0,45720,6086,1753,5572,1.31,912482
India,INR,₹,Madhya Pradesh,Barwani,0.0,0.0,41526,8183,1383,3943,1.12,823673
India,INR,₹,Madhya Pradesh,Betul,0.0,0.0,35389,11540,945,5298,1.05,731388
India,INR,₹,Madhya Pradesh,Bhind,0.0,0.0,42182,9231,1021,6267,1.25,801441
India,INR,₹,Madhya Pradesh,Bhopal,0.0,0.0,44729,11153,1179,5322,1.22,874044
India,INR,₹,Madhya Pradesh,Burhanpur,0.0,0.0,44835,8261,1178,4485,1.27,836277
India,INR,₹,Madhya Pradesh,Chhatarpur,0.0,0.0,46290,10573,1164,6943,1.27,891671
India,INR,₹,Madhya Pradesh,Chhindwara,0.0,0.0,45896,6705,1268,3159,1.28,837207
India,INR,₹,Madhya Pradesh,Damoh,0.0,0.0,32413,11815,967,6756,1.07,709566
India,INR,₹,Madhya Pradesh,Datia,0.0,0.0,44369,8492,1656,4695,1.23,906207
India,INR,₹,Madhya Pradesh,Dewas,0.0,0.0,49958,7689,1697,4804,1.0,970334
India,INR,₹,Madhya Pradesh,Dhar,0.0,0.0,47114,7905,1537,5558,1.02,918568
India,INR,₹,Madhya Pradesh,Dindori,0.0,0.0,32952,8815,1542,4509,1.22,755049
India,INR,₹,Madhya Pradesh,Guna,0.0,0.0,27961,7759,1085,5327,1.22,618025
India,INR,₹,Madhya Pradesh,Gwalior,0.0,0.0,36319,11233,1573,3262,1.12,822884
India,INR,₹,Madhya Pradesh,Harda,0.0,0.0,26273,11515,1005,6264,1.32,635526
India,INR,₹,Madhya Pradesh,Hoshangabad,0.0,0.0,46029,10510,797,3258,1.29,814308
India,INR,₹,Madhya Pradesh,Indore,0.0,0.0,39703,6472,834,4769,1.25,703045
India,INR,₹,Madhya Pradesh,Jabalpur,0.0,0.0,42595,6283,889,5207,1.3,745921
India,INR,₹,Madhya Pradesh,Jhabua,0.0,0.0,32526,9482,817,5926,1.39,656276
India,INR,₹,Madhya Pradesh,Katni,0.0,0.0,36072,11715,1425,6117,1.15,817779
India,INR,₹,Madhya Pradesh,Khandwa,0.0,0.0,48078,7416,754,4269,1.32,800373
India,INR,₹,Madhya Pradesh,Khargone,0.0,0.0,38500,6906,1037,3634,1.33,718592
India,INR,₹,Madhya Pradesh,Mandla,0.0,0.0,41612,6221,764,5804,1.15,717616
India,INR,₹,Madhya Pradesh,Mandsaur,0.0,0.0,49908,10934,1206,4048,1.26,931244
India,INR,₹,Madhya Pradesh,Morena,0.0,0.0,27867,9267,1669,5875,1.15,725333
India,INR,₹,Madhya Pradesh,Narsinghpur,0.0,0.0,27587,9048,1264,3105,1.04,644745
India,INR,₹,Madhya Pradesh,Neemuch,0.0,0.0,31215,10291,1477,3388,1.32,736562
India,INR,₹,Madhya Pradesh,Panna,0.0,0.0,26514,7334,1583,6281,1.36,675031
India,INR,₹,Madhya Pradesh,Raisen,0.0,0.0,44453,8755,1249,4893,1.19,850311
India,INR,₹,Madhya Pradesh,Rajgarh,0.0,0.0,33142,11849,845,4898,1.08,691132
India,INR,₹,Madhya Pradesh,Ratlam,0.0,0.0,25649,9809,1025,6428,1.36,611386
India,INR,₹,Madhya Pradesh,Rewa,0.0,0.0,48478,8006,1009,6672,1.01,862518
India,INR,₹,Madhya Pradesh,Sagar,0.0,0.0,37662,10669,1415,3875,1.01,811597
India,INR,₹,Madhya Pradesh,Satna,0.0,0.0,45387,7199,1401,4196,1.09,862162
India,INR,₹,Madhya Pradesh,Sehore,0.0,0.0,32527,8196,1514,3993,1.22,735741
India,INR,₹,Madhya Pradesh,Seoni,0.0,0.0,32448,9867,1237,4837,1.29,717515
India,INR,₹,Madhya Pradesh,Shahdol,0.0,0.0,43516,11205,1004,6405,1.03,839277
India,INR,₹,Madhya Pradesh,Shajapur,0.0,0.0,32771,8094,1222,3246,1.39,689910
India,INR,₹,Madhya Pradesh,Sheopur,0.0,0.0,31134,7758,909,3665,1.27,621379
India,INR,₹,Madhya Pradesh,Shivpuri,0.0,0.0,38152,9646,795,4288,1.07,714266
India,INR,₹,Madhya Pradesh,Sidhi,0.0,0.0,28051,7865,1258,4306,1.3,641222
India,INR,₹,Madhya Pradesh,Singrauli,0.0,0.0,25079,8870,1382,5565,1.02,642513
India,INR,₹,Madhya Pradesh,Tikamgarh,0.0,0.0,48930,9470,893,4952,1.14,859510
India,INR,₹,Madhya Pradesh,Ujjain,0.0,0.0,48888,10303,849,6685,1.12,871067
India,INR,₹,Madhya Pradesh,Umaria,0.0,0.0,48655,7446,1719,4587,1.39,953997
India,INR,₹,Madhya Pradesh,Vidisha,0.0,0.0,27592,11095,1078,5054,1.18,651214
India,INR,₹,Maharashtra,Ahmednagar,0.0,0.0,48541,10807,931,5419,1.24,878921
India,INR,₹,Maharashtra,Akola,0.0,0.0,39197,11935,889,3727,1.33,765569
India,INR,₹,Maharashtra,Amravati,0.0,0.0,32636,11516,1706,3819,1.15,804819
India,INR,₹,Maharashtra,Aurangabad,0.0,0.0,31312,10594,1409,6397,1.28,746207
India,INR,₹,Maharashtra,Beed,0.0,0.0,47253,7447,1470,3766,1.07,895730
India,INR,₹,Maharashtra,Bhandara,0.0,0.0,40776,6707,1716,5575,1.28,855071
India,INR,₹,Maharashtra,Buldhana,0.0,0.0,39127,10798,912,5625,1.3,764025
India,INR,₹,Maharashtra,Chandrapur,0.0,0.0,41454,9467,1372,4416,1.16,838932
India,INR,₹,Maharashtra,Dhule,0.0,0.0,46180,7561,986,6621,1.21,825897
India,INR,₹,Maharashtra,Gadchiroli,0.0,0.0,42494,9643,1701,3287,1.32,897229
India,INR,₹,Maharashtra,Gondia,0.0,0.0,33641,10454,1204,5106,1.12,735270
India,INR,₹,Maharashtra,Hingoli,0.0,0.0,47248,7650,738,4161,1.11,790281
India,INR,₹,Maharashtra,Jalgaon,0.0,0.0,35328,10656,1668,3062,1.29,817318
India,INR,₹,Maharashtra,Jalna,0.0,0.0,25359,6990,704,6441,1.34,525993
India,INR,₹,Maharashtra,Kolhapur,0.0,0.0,47953,7420,1500,4160,1.13,910276
India,INR,₹,Maharashtra,Latur,0.0,0.0,35135,6786,777,5900,1.02,649102
India,INR,₹,Maharashtra,Mumbai City,0.0,0.0,56885,13718,3069,12426,1.87,1369716
India,INR,₹,Maharashtra,Mumbai Suburban,0.0,0.0,64562,20128,1830,14499,1.85,1363275
India,INR,₹,Maharashtra,Nagpur,0.0,0.0,30264,8513,1646,6542,1.32,744934
India,INR,₹,Maharashtra,Nanded,0.0,0.0,42633,9353,1098,5832,1.06,817692
India,INR,₹,Maharashtra,Nandurbar,0.0,0.0,34971,10666,1308,4273,1.24,765209
India,INR,₹,Maharashtra,Nashik,0.0,0.0,41301,11391,1295,4633,1.38,849719
India,INR,₹,Maharashtra,Osmanabad,0.0,0.0,49139,10989,1064,6830,1.22,915286
India,INR,₹,Maharashtra,Palghar,0.0,0.0,31408,10513,1501,6562,1.14,761012
India,INR,₹,Maharashtra,Parbhani,0.0,0.0,34857,9896,1166,5235,1.12,738111
India,INR,₹,Maharashtra,Pune,0.0,0.0,106992,38233,5742,14422,1.88,2676110
India,INR,₹,Maharashtra,Raigad,0.0,0.0,27407,11120,1397,4470,1.36,694224
India,INR,₹,Maharashtra,Ratnagiri,0.0,0.0,47850,10813,814,4017,1.3,846141
India,INR,₹,Maharashtra,Sangli,0.0,0.0,36314,10678,774,5477,1.08,707389
India,INR,₹,Maharashtra,Satara,0.0,0.0,48090,9226,1790,6030,1.18,986442
India,INR,₹,Maharashtra,Sindhudurg,0.0,0.0,26964,6289,921,3461,1.05,554491
India,INR,₹,Maharashtra,Solapur,0.0,0.0,35657,9441,902,3213,1.0,692541
India,INR,₹,Maharashtra,Thane,0.0,0.0,37104,6774,1378,3722,1.32,751846
India,INR,₹,Maharashtra,Wardha,0.0,0.0,46164,10807,1583,4531,1.09,943757
India,INR,₹,Maharashtra,Washim,0.0,0.0,46105,10829,1305,4311,1.01,900513
India,INR,₹,Maharashtra,Yavatmal,0.0,0.0,41267,11127,1188,4080,1.1,827328
India,INR,₹,Manipur,Bishnupur,0.0,0.0,48170,11103,1531,3504,1.12,958446
India,INR,₹,Manipur,Chandel,0.0,0.0,46206,7450,1352,6009,1.36,876717
India,INR,₹,Manipur,Churachandpur,0.0,0.0,49697,10679,1327,6638,1.13,956752
India,INR,₹,Manipur,Imphal East,0.0,0.0,29446,9220,1158,6623,1.29,670807
India,INR,₹,Manipur,Imphal West,0.0,0.0,30378,11173,1313,4660,1.1,718862
India,INR,₹,Manipur,Jiribam,0.0,0.0,27022,7141,1762,5142,1.35,699966
India,INR,₹,Manipur,Kakching,0.0,0.0,40555,6840,993,5059,1.18,742985
India,INR,₹,Manipur,Kamjong,0.0,0.0,48259,6737,1375,3766,1.07,885032
India,INR,₹,Manipur,Kangpokpi,0.0,0.0,27940,10957,1576,3349,1.16,719909
India,INR,₹,Manipur,Noney,0.0,0.0,48276,8539,958,3281,1.04,841885
India,INR,₹,Manipur,Pherzawl,0.0,0.0,32509,11018,761,5122,1.25,662084
India,INR,₹,Manipur,Senapati,0.0,0.0,41386,8447,1772,5571,1.39,891651
India,INR,₹,Manipur,Tamenglong,0.0,0.0,38847,8639,1591,6624,1.19,841602
India,INR,₹,Manipur,Tengnoupal,0.0,0.0,31814,7804,1776,4506,1.19,764346
India,INR,₹,Manipur,Thoubal,0.0,0.0,48589,8548,1532,3453,1.2,932709
India,INR,₹,Manipur,Ukhrul,0.0,0.0,48268,7281,1717,5776,1.12,953018
India,INR,₹,Meghalaya,East Garo Hills,0.0,0.0,39556,11606,1438,4461,1.05,851949
India,INR,₹,Meghalaya,East Jaintia Hills,0.0,0.0,48754,6700,1795,3503,1.14,952213
India,INR,₹,Meghalaya,East Khasi Hills,0.0,0.0,40205,11990,1039,6581,1.27,815095
India,INR,₹,Meghalaya,North Garo Hills,0.0,0.0,54477,21226,2558,14759,1.87,1365931
India,INR,₹,Meghalaya,Ri Bhoi,0.0,0.0,46016,6654,1786,4791,1.08,923895
India,INR,₹,Meghalaya,South Garo Hills,0.0,0.0,57705,21642,3047,14348,1.67,1480954
India,INR,₹,Meghalaya,South West Garo Hills ,0.0,0.0,51962,15544,2010,14223,1.46,1182687
India,INR,₹,Meghalaya,South West Khasi Hills,0.0,0.0,52569,21694,2117,11378,1.47,1265596
India,INR,₹,Meghalaya,West Garo Hills,25.6065343,90.2038335,40961,6459,1299,3245,1.28,780115
India,INR,₹,Meghalaya,West Jaintia Hills,25.4425965,92.2988275,39204,11257,1496,6655,1.14,863207
India,INR,₹,Meghalaya,West Khasi Hills,25.5814429,91.0851094,40496,9259,1088,3903,1.06,779775
India,INR,₹,Mizoram,Aizawl,23.7277631,92.7179947,43293,7943,1140,4999,1.36,810827
India,INR,₹,Mizoram,Champhai,23.6317319,93.3493185,27714,10891,886,4872,1.37,620520
India,INR,₹,Mizoram,Kolasib,24.1905469,92.7136595,42676,11023,1658,5689,1.15,921533
India,INR,₹,Mizoram,Lawngtlai,22.3913377,92.7397189,33099,7594,962,3872,1.19,651976
India,INR,₹,Mizoram,Lunglei,22.9519972,92.6338827,38926,8984,1077,5202,1.09,762480
India,INR,₹,Mizoram,Mamit,23.7564387,92.4515374,30219,9728,886,5705,1.39,640789
India,INR,₹,Mizoram,Saiha,22.2876724,93.01336,48010,10123,1485,4636,1.14,943526
India,INR,₹,Mizoram,Serchhip,23.3052514,92.8455124,33836,8784,1064,4425,1.27,693165
India,INR,₹,Nagaland,Dimapur,25.9041378,93.7177609,40736,7156,1193,3266,1.21,769984
India,INR,₹,Nagaland,Kiphire,25.8117088,94.8474036,41346,6828,1116,3728,1.35,764128
India,INR,₹,Nagaland,Kohima,25.6618755,94.1019156,38957,7659,888,5767,1.25,721427
India,INR,₹,Nagaland,Longleng,26.5839315,94.8045481,28629,8226,1529,6113,1.09,702175
India,INR,₹,Nagaland,Mokokchung,26.4795861,94.5105275,31727,6111,817,4266,1.39,597936
India,INR,₹,Nagaland,Mon,26.666667,95.0,26660,9369,1646,3574,1.2,697118
India,INR,₹,Nagaland,Peren,25.4499691,93.6001738,30131,11449,1541,5768,1.11,758950
India,INR,₹,Nagaland,Phek,0.0,0.0,47103,6418,1620,3079,1.37,900647
India,INR,₹,Nagaland,Tuensang,0.0,0.0,41697,10452,1456,3174,1.05,860058
India,INR,₹,Nagaland,Wokha,0.0,0.0,42826,10124,782,6361,1.01,784505
India,INR,₹,Nagaland,Zunheboto,0.0,0.0,25131,11227,1012,4307,1.39,609631
India,INR,₹,Odisha,Angul,0.0,0.0,47070,9474,985,4753,1.03,850043
India,INR,₹,Odisha,Balangir,0.0,0.0,44783,11172,831,5908,1.35,825650
India,INR,₹,Odisha,Balasore,0.0,0.0,33253,9332,850,5768,1.24,667360
India,INR,₹,Odisha,Bargarh,0.0,0.0,41653,8659,1090,3033,1.16,782409
India,INR,₹,Odisha,Bhadrak,0.0,0.0,35733,9625,813,5217,1.2,692331
India,INR,₹,Odisha,Boudh,0.0,0.0,43166,9342,1588,5224,1.03,894416
India,INR,₹,Odisha,Cuttack,0.0,0.0,41157,10836,853,5295,1.16,778341
India,INR,₹,Odisha,Deogarh,0.0,0.0,31736,7676,1236,3880,1.06,677744
India,INR,₹,Odisha,Dhenkanal,0.0,0.0,34616,8508,1155,5152,1.22,716498
India,INR,₹,Odisha,Gajapati,0.0,0.0,32593,9130,1496,5741,1.13,753781
India,INR,₹,Odisha,Ganjam,0.0,0.0,25893,10406,1265,5253,1.32,651603
India,INR,₹,Odisha,Jagatsinghapur,0.0,0.0,25363,11218,1514,4561,1.1,688877
India,INR,₹,Odisha,Jajpur,0.0,0.0,27388,6512,1517,6609,1.05,667395
India,INR,₹,Odisha,Jharsuguda,0.0,0.0,30377,10403,1141,4724,1.12,684130
India,INR,₹,Odisha,Kalahandi,0.0,0.0,44164,10659,1175,5311,1.2,860681
India,INR,₹,Odisha,Kandhamal,0.0,0.0,31141,6119,1607,4068,1.16,708510
India,INR,₹,Odisha,Kendrapara,0.0,0.0,40879,10651,842,5644,1.38,772880
India,INR,₹,Odisha,Kendujhar (Keonjhar),0.0,0.0,44574,7080,853,5878,1.23,777188
India,INR,₹,Odisha,Khordha,0.0,0.0,25636,6937,1317,3513,1.28,605991
India,INR,₹,Odisha,Koraput,0.0,0.0,33386,9121,1185,6540,1.0,720534
India,INR,₹,Odisha,Malkangiri,0.0,0.0,32189,9261,753,4182,1.3,631260
India,INR,₹,Odisha,Mayurbhanj,0.0,0.0,44909,7242,1636,3386,1.16,888142
India,INR,₹,Odisha,Nabarangpur,0.0,0.0,33345,6987,710,3040,1.05,605684
India,INR,₹,Odisha,Nayagarh,0.0,0.0,43331,7689,1348,3852,1.13,833700
India,INR,₹,Odisha,Nuapada,0.0,0.0,38353,7088,1050,3711,1.1,721347
India,INR,₹,Odisha,Puri,0.0,0.0,39255,11035,1040,3113,1.1,775045
India,INR,₹,Odisha,Rayagada,0.0,0.0,48570,10564,1078,3209,1.25,887353
India,INR,₹,Odisha,Sambalpur,0.0,0.0,27276,7380,1664,4811,1.07,689527
India,INR,₹,Odisha,Sonepur,0.0,0.0,36649,9402,831,3013,1.19,692327
India,INR,₹,Odisha,Sundargarh,0.0,0.0,38834,10021,769,6767,1.38,735445
India,INR,₹,Puducherry (UT),Karaikal,0.0,0.0,32136,8277,757,4433,1.29,620671
India,INR,₹,Puducherry (UT),Mahe,0.0,0.0,44290,6035,1344,3936,1.21,825180
India,INR,₹,Puducherry (UT),Pondicherry,0.0,0.0,35247,8829,1240,6329,1.09,746557
India,INR,₹,Puducherry (UT),Yanam,0.0,0.0,41950,7627,888,4947,1.25,752859
India,INR,₹,Punjab,Amritsar,0.0,0.0,42736,11892,1000,3643,1.09,823751
India,INR,₹,Punjab,Barnala,0.0,0.0,27382,6373,1535,6175,1.28,666185
India,INR,₹,Punjab,Bathinda,0.0,0.0,38808,11130,1140,4906,1.25,794786
India,INR,₹,Punjab,Faridkot,0.0,0.0,25114,11428,1070,6150,1.09,629754
India,INR,₹,Punjab,Fatehgarh Sahib,0.0,0.0,25324,7013,925,3900,1.21,546294
India,INR,₹,Punjab,Fazilka,0.0,0.0,27934,8368,752,3012,1.04,563484
India,INR,₹,Punjab,Ferozepur,0.0,0.0,40464,7008,1216,4934,1.05,776734
India,INR,₹,Punjab,Gurdaspur,0.0,0.0,41474,6450,1642,4265,1.01,842713
India,INR,₹,Punjab,Hoshiarpur,0.0,0.0,31077,9341,1760,4972,1.17,773876
India,INR,₹,Punjab,Jalandhar,0.0,0.0,33005,11535,1493,4008,1.02,778470
India,INR,₹,Punjab,Kapurthala,0.0,0.0,33654,8677,1142,5427,1.03,706407
India,INR,₹,Punjab,Ludhiana,0.0,0.0,36306,11064,1557,5419,1.08,829085
India,INR,₹,Punjab,Mansa,0.0,0.0,29489,6967,1296,6805,1.07,665897
India,INR,₹,Punjab,Moga,0.0,0.0,46412,10556,1529,3392,1.29,929926
India,INR,₹,Punjab,Muktsar,0.0,0.0,47095,8115,1408,4615,1.39,896795
India,INR,₹,Punjab,Nawanshahr (Shahid Bhagat Singh Nagar),0.0,0.0,27073,9245,1780,4699,1.19,726311
India,INR,₹,Punjab,Pathankot,0.0,0.0,38129,10697,1710,5612,1.36,870472
India,INR,₹,Punjab,Patiala,0.0,0.0,30506,10283,709,4768,1.34,619658
India,INR,₹,Punjab,Rupnagar,0.0,0.0,41834,11100,918,6189,1.17,803853
India,INR,₹,Punjab,Sahibzada Ajit Singh Nagar (Mohali),0.0,0.0,42415,8979,873,3247,1.32,763913
India,INR,₹,Punjab,Sangrur,0.0,0.0,46680,7326,1199,5619,1.16,856017
India,INR,₹,Punjab,Tarn Taran,0.0,0.0,25924,6545,848,5782,1.34,545738
India,INR,₹,Rajasthan,Ajmer,0.0,0.0,48852,9516,1255,3379,1.06,905561
India,INR,₹,Rajasthan,Alwar,0.0,0.0,40394,6922,1153,5385,1.19,767667
India,INR,₹,Rajasthan,Banswara,0.0,0.0,46817,11619,1169,4176,1.31,897462
India,INR,₹,Rajasthan,Baran,0.0,0.0,49037,10797,1065,3110,1.27,893308
India,INR,₹,Rajasthan,Barmer,0.0,0.0,27907,6748,1171,6287,1.34,622945
India,INR,₹,Rajasthan,Bharatpur,0.0,0.0,42421,10361,1388,4525,1.19,864209
India,INR,₹,Rajasthan,Bhilwara,0.0,0.0,39796,10007,722,3647,1.19,724171
India,INR,₹,Rajasthan,Bikaner,0.0,0.0,27866,6609,977,4491,1.1,582705
India,INR,₹,Rajasthan,Bundi,0.0,0.0,47165,8808,992,5589,1.02,848421
India,INR,₹,Rajasthan,Chittorgarh,0.0,0.0,28690,8881,1374,3889,1.21,676397
India,INR,₹,Rajasthan,Churu,0.0,0.0,48715,11095,1790,3939,1.12,1005915
India,INR,₹,Rajasthan,Dausa,0.0,0.0,41613,9549,1251,3384,1.33,818514
India,INR,₹,Rajasthan,Dholpur,0.0,0.0,29906,6699,1414,6136,1.24,682040
India,INR,₹,Rajasthan,Dungarpur,0.0,0.0,27811,7469,1299,6730,1.14,651860
India,INR,₹,Rajasthan,Hanumangarh,0.0,0.0,25790,10946,1234,6204,1.11,656952
India,INR,₹,Rajasthan,Jaipur,0.0,0.0,89179,31112,3033,28227,2.07,2039577
India,INR,₹,Rajasthan,Jaisalmer,0.0,0.0,28597,9121,929,6985,1.0,626891
India,INR,₹,Rajasthan,Jalore,0.0,0.0,41983,9606,822,3364,1.21,759188
India,INR,₹,Rajasthan,Jhalawar,0.0,0.0,27399,11637,773,5490,1.27,611832
India,INR,₹,Rajasthan,Jhunjhunu,0.0,0.0,46508,6594,893,6782,1.05,805084
India,INR,₹,Rajasthan,Jodhpur,0.0,0.0,41971,6510,1698,6927,1.17,871107
India,INR,₹,Rajasthan,Karauli,0.0,0.0,40572,7604,1598,4530,1.31,840462
India,INR,₹,Rajasthan,Kota,0.0,0.0,37842,9319,984,6282,1.2,744942
India,INR,₹,Rajasthan,Nagaur,0.0,0.0,44381,11449,1304,3830,1.31,884710
India,INR,₹,Rajasthan,Pali,0.0,0.0,39321,10579,766,4356,1.1,735480
India,INR,₹,Rajasthan,Pratapgarh,0.0,0.0,25107,7530,1300,4725,1.35,610269
India,INR,₹,Rajasthan,Rajsamand,0.0,0.0,47060,10441,1247,4527,1.14,899697
India,INR,₹,Rajasthan,Sawai Madhopur,0.0,0.0,28125,9465,1506,3529,1.03,694625
India,INR,₹,Rajasthan,Sikar,0.0,0.0,39966,11330,1515,4654,1.17,866072
India,INR,₹,Rajasthan,Sirohi,0.0,0.0,26017,7712,1388,6895,1.34,647423
India,INR,₹,Rajasthan,Sri Ganganagar,0.0,0.0,49383,7785,974,6138,1.29,862806
India,INR,₹,Rajasthan,Tonk,0.0,0.0,26131,10441,1039,4092,1.2,615174
India,INR,₹,Rajasthan,Udaipur,0.0,0.0,28569,10269,1228,3309,1.24,666801
India,INR,₹,Sikkim,East Sikkim,0.0,0.0,42336,10040,1699,5931,1.21,913017
India,INR,₹,Sikkim,North Sikkim,0.0,0.0,51671,17030,3276,8672,1.99,1359172
India,INR,₹,Sikkim,South Sikkim,0.0,0.0,63023,13994,2215,11296,1.45,1312934
India,INR,₹,Sikkim,West Sikkim,0.0,0.0,45372,9671,1293,6176,1.21,885346
India,INR,₹,Tamil Nadu,Ariyalur,0.0,0.0,40541,9634,1186,4837,1.28,804185
India,INR,₹,Tamil Nadu,Chennai,0.0,0.0,83354,35842,3905,24595,3.49,2139077
India,INR,₹,Tamil Nadu,Coimbatore,0.0,0.0,104093,18630,5900,28536,2.25,2500356
India,INR,₹,Tamil Nadu,Cuddalore,0.0,0.0,40767,11396,979,4560,1.25,795606
India,INR,₹,Tamil Nadu,Dharmapuri,0.0,0.0,35367,7145,1537,4824,1.11,764814
India,INR,₹,Tamil Nadu,Dindigul,0.0,0.0,44337,6475,718,3916,1.28,737024
India,INR,₹,Tamil Nadu,Erode,0.0,0.0,39182,6698,1111,5390,1.29,744160
India,INR,₹,Tamil Nadu,Kanchipuram,0.0,0.0,43986,9303,1570,4635,1.03,898143
India,INR,₹,Tamil Nadu,Kanyakumari,0.0,0.0,30092,6636,906,4902,1.07,601146
India,INR,₹,Tamil Nadu,Karur,0.0,0.0,38943,7295,1161,3679,1.31,747401
India,INR,₹,Tamil Nadu,Krishnagiri,0.0,0.0,37392,6952,1487,4119,1.17,775773
India,INR,₹,Tamil Nadu,Madurai,0.0,0.0,27682,10613,792,6503,1.15,610855
India,INR,₹,Tamil Nadu,Nagapattinam,0.0,0.0,34229,8374,1759,6425,1.03,807211
India,INR,₹,Tamil Nadu,Namakkal,0.0,0.0,47257,8881,1606,3341,1.24,931261
India,INR,₹,Tamil Nadu,Nilgiris,0.0,0.0,33813,6867,873,5433,1.31,646275
India,INR,₹,Tamil Nadu,Perambalur,0.0,0.0,43624,10873,1230,3732,1.13,857124
India,INR,₹,Tamil Nadu,Pudukkottai,0.0,0.0,34681,9445,722,6635,1.22,670987
India,INR,₹,Tamil Nadu,Ramanathapuram,0.0,0.0,29277,7199,1394,6523,1.32,679427
India,INR,₹,Tamil Nadu,Salem,0.0,0.0,30634,7690,1434,6090,1.17,705438
India,INR,₹,Tamil Nadu,Sivaganga,0.0,0.0,35728,9007,1518,6927,1.3,799155
India,INR,₹,Tamil Nadu,Thanjavur,0.0,0.0,33528,11833,1275,6868,1.17,769922
India,INR,₹,Tamil Nadu,Theni,0.0,0.0,35765,8242,1162,5197,1.01,728369
India,INR,₹,Tamil Nadu,Thoothukudi (Tuticorin),0.0,0.0,49826,8943,1637,6931,1.39,985433
